,pcid,compName,smile,iupac name
1615,8209,Tetradecan-1-ol,CCCCCCCCCCCCCCO,tetradecan-1-ol
1616,75364,Tetradecan-2-one,CCCCCCCCCCCCC(=O)C,tetradecan-2-one
1617,6517,Tetraethyl orthosilicate,CCO[Si](OCC)(OCC)OCC,tetraethyl silicate
1618,102604,Tetrahydro-pseudo-ionone,CC(CCCC(=O)C)CCC=C(C)C,"6,10-dimethylundec-9-en-2-one"
1619,6232217,Tetrahydrofurfuryl cinnamate,C1CC(OC1)COC(=O)C=CC2=CC=CC=C2,oxolan-2-ylmethyl (E)-3-phenylprop-2-enoate
1620,11174599,Tetrodotoxin,C(C1(C2C3C(N=C(NC34C(C1OC(C4O)(O2)O)O)N)O)O)O,"(1R,5R,6R,7R,9S,11S,12S,13S,14S)-3-amino-14-(hydroxymethyl)-8,10-dioxa-2,4-diazatetracyclo[7.3.1.17,11.01,6]tetradec-3-ene-5,9,12,13,14-pentol"
1621,61953,Theaspirane,CC1CCC2(O1)C(=CCCC2(C)C)C,"2,6,6,10-tetramethyl-1-oxaspiro[4.5]dec-9-ene"
1622,5429,Theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,"3,7-dimethylpurine-2,6-dione"
1623,11205153,Thiencarbazone-methyl,CC1=C(C(=CS1)C(=O)OC)S(=O)(=O)NC(=O)N2C(=O)N(C(=N2)OC)C,"methyl 4-[(3-methoxy-4-methyl-5-oxo-1,2,4-triazole-1-carbonyl)sulfamoyl]-5-methylthiophene-3-carboxylate"
1624,73674,Thifensulfuron-methyl,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,"methyl 3-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoylsulfamoyl]thiophene-2-carboxylate"
1625,6989,Thymol,CC1=CC(=C(C=C1)C(C)C)O,5-methyl-2-propan-2-ylphenol
1626,91664,Tolclofos-methyl,CC1=CC(=C(C(=C1)Cl)OP(=S)(OC)OC)Cl,"(2,6-dichloro-4-methylphenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane"
1627,3033606,Tolualdehyde glyceryl acetal,CC1=CC=CC=C1C2OCC(CO2)O,"2-(2-methylphenyl)-1,3-dioxan-5-ol"
1628,12898,Tolylfluanid,CC1=CC=C(C=C1)N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C,N-[dichloro(fluoro)methyl]sulfanyl-N-(dimethylsulfamoyl)-4-methylaniline
1629,11302979,Topramezone,CC1=C(C=CC(=C1C2=NOCC2)S(=O)(=O)C)C(=O)C3=CNN(C3=O)C,"4-[3-(4,5-dihydro-1,2-oxazol-3-yl)-2-methyl-4-methylsulfonylbenzoyl]-2-methyl-1H-pyrazol-3-one"
1630,5283345,trans-2-Decenal,CCCCCCCC=CC=O,(E)-dec-2-enal
1631,5283335,trans-2-Nonenal,CCCCCCC=CC=O,(E)-non-2-enal
1632,5283324,trans-2-Octenal,CCCCCC=CC=O,(E)-oct-2-enal
1633,5283363,trans-2-Tridecenal,CCCCCCCCCCC=CC=O,(E)-tridec-2-enal
1634,5352557,trans-3-Hexenyl acetate,CCC=CCCOC(=O)C,[(E)-hex-3-enyl] acetate
1635,5352975,trans-3-Hexenyl hexanoate,CCCCCC(=O)OCCC=CCC,[(E)-hex-3-enyl] hexanoate
1636,637563,Trans-anethole,CC=CC1=CC=C(C=C1)OC,1-methoxy-4-[(E)-prop-1-enyl]benzene
1637,23032410,Triazole acetic acid,CC(=O)O.C1=NNN=C1,acetic acid;2H-triazole
1638,5216290,Triazole alanine,C1=NN(C=N1)CC(C(=O)O)N,"2-amino-3-(1,2,4-triazol-1-yl)propanoic acid"
1639,84650507,Triazole lactic acid,C1=NN(C=N1)CC(C(=O)O)O,"2-hydroxy-3-(1,2,4-triazol-1-yl)propanoic acid"
1640,93422,Triazoxide,C1=CC2=C(C=C1Cl)[N+](=NC(=N2)N3C=CN=C3)[O-],"7-chloro-3-imidazol-1-yl-1-oxido-1,2,4-benzotriazin-1-ium"
1641,15825719,Tribasic copper sulfate,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O-]S(=O)(=O)[O-].[Cu+2].[Cu+2].[Cu+2].[Cu+2],tetracopper;hexahydroxide;sulfate
1642,16682746,Tributyltin Oxide,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,tributyl(tributylstannyloxy)stannane
1643,10888854,Tridec-12-en-2-one,CC(=O)CCCCCCCCCC=C,tridec-12-en-2-one
1644,62653,Tridec-2-enal,CCCCCCCCCCC=CC=O,tridec-2-enal
1645,31214,Triethoxymethane,CCOC(OCC)OCC,diethoxymethoxyethane
1646,13345,Triethyl phosphonoacetate,CCOC(=O)CP(=O)(OCC)OCC,ethyl 2-diethoxyphosphorylacetate
1647,8471,Triethylamine,CCN(CC)CC,"N,N-diethylethanamine"
1648,47445,Triflumuron,C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)Cl,2-chloro-N-[[4-(trifluoromethoxy)phenyl]carbamoyl]benzamide
1649,10708,Trimellitic acid,C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O,"benzene-1,2,4-tricarboxylic acid"
1650,17159,Trimethyl trimellitate,COC(=O)C1=CC(=C(C=C1)C(=O)OC)C(=O)OC,"trimethyl benzene-1,2,4-tricarboxylate"
1651,92421,Trinexapac-ethyl,CCOC(=O)C1CC(=O)C(=C(C2CC2)O)C(=O)C1,"ethyl 4-[cyclopropyl(hydroxy)methylidene]-3,5-dioxocyclohexane-1-carboxylate"
1652,6537961,Triticonazole,CC1(CCC(=CC2=CC=C(C=C2)Cl)C1(CN3C=NC=N3)O)C,"(5E)-5-[(4-chlorophenyl)methylidene]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol"
1653,11657899,Tritosulfuron,COC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(F)(F)F)C(F)(F)F,"1-[4-methoxy-6-(trifluoromethyl)-1,3,5-triazin-2-yl]-3-[2-(trifluoromethyl)phenyl]sulfonylurea"
1654,8185,Undec-10-en-1-ol,C=CCCCCCCCCCO,undec-10-en-1-ol
1655,61968,Undec-2-en-1-ol,CCCCCCCCC=CCO,undec-2-en-1-ol
1656,53981988,"Undeca-1,5-dien-3-ol",CCCCCC=CCC(C=C)O,"undeca-1,5-dien-3-ol"
1657,61584,"Undeca-2,4-dienal",CCCCCCC=CC=CC=O,"undeca-2,4-dienal"
1658,13561,Undecan-6-one,CCCCCC(=O)CCCCC,undecan-6-one
1659,9855795,Valencene,CC1CCC=C2C1(CC(CC2)C(=C)C)C,"(3R,4aS,5R)-4a,5-dimethyl-3-prop-1-en-2-yl-2,3,4,5,6,7-hexahydro-1H-naphthalene"
1660,11338509,Valiphenal,CC(C)C(C(=O)NC(CC(=O)OC)C1=CC=C(C=C1)Cl)NC(=O)OC(C)C,methyl 3-(4-chlorophenyl)-3-[[(2S)-3-methyl-2-(propan-2-yloxycarbonylamino)butanoyl]amino]propanoate
1661,8468,Vanillic acid,COC1=C(C=CC(=C1)C(=O)O)O,4-hydroxy-3-methoxybenzoic acid
1662,539829,Vanillin isobutyrate,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC,(4-formyl-2-methoxyphenyl) 2-methylpropanoate
1663,109455,Vanillin propylene glycol acetal,CC1COC(O1)C2=CC(=C(C=C2)O)OC,"2-methoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol"
1664,529401,Vanillyl acetate,CC(=O)OCC1=CC(=C(C=C1)O)OC,(4-hydroxy-3-methoxyphenyl)methyl acetate
1665,62348,Vanillyl alcohol,COC1=C(C=CC(=C1)CO)O,4-(hydroxymethyl)-2-methoxyphenol
1666,8419,Veratraldehyde,COC1=C(C=C(C=C1)C=O)OC,"3,4-dimethoxybenzaldehyde"
1667,101549,Vetiverol,CC1CC(C=C(C2C1CC(=C(C)C)C2)C)O,"4,8-dimethyl-2-propan-2-ylidene-3,3a,4,5,6,8a-hexahydro-1H-azulen-6-ol"
1668,8347,Vetiveryl acetate,CC1CC(C=C(C2C1CC(=C(C)C)C2)C)OC(=O)C,"(4,8-dimethyl-2-propan-2-ylidene-3,3a,4,5,6,8a-hexahydro-1H-azulen-6-yl) acetate"
1669,6516,Vinyltriethoxysilane,CCO[Si](C=C)(OCC)OCC,ethenyl(triethoxy)silane
1670,5311498,Vitamin B12,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],"cobalt(3+);[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] [(2R)-1-[3-[(1R,2R,3R,5Z,7S,10Z,12S,13S,15Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-24-id-3-yl]propanoylamino]propan-2-yl] phosphate;cyanide"
1671,962,Water,O,oxidane
1672,47932,Xanthan gum,C1=CC(=C(C=C1N)N)OCCO.Cl.Cl,"2-(2,4-diaminophenoxy)ethanol;dihydrochloride"
1673,5352838,Z-5-Octenyl acetate,CCC=CCCCCOC(=O)C,[(Z)-oct-5-enyl] acetate
1674,5280899,Zeaxanthin,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,"(1R)-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(4R)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol"
1675,2724192,"Zinc acetate, dihydrate",CC(=O)[O-].CC(=O)[O-].O.O.[Zn+2],zinc;diacetate;dihydrate
1676,151910,Zinc bisglycinate,C(C(=O)[O-])N.C(C(=O)[O-])N.[Zn+2],zinc;2-aminoacetate
1677,165362927,Zinc chelate of L-Lysinate HCl,C(CCN)CC(C(=O)[O-])N.C(CCN)CC(C(=O)[O-])N.O.O.Cl.Cl.[Zn+2],"zinc;(2S)-2,6-diaminohexanoate;dihydrate;dihydrochloride"
1678,3007855,"Zinc chloride, anhydrous",[Cl-].[Cl-].[Zn+2],zinc;dichloride
1679,14806,Zinc oxide,O=[Zn],oxozinc
1680,62640,Zinc sulphate heptahydrate,O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Zn+2],zinc;sulfate;heptahydrate
1681,62639,Zinc sulphate monohydrate,O.[O-]S(=O)(=O)[O-].[Zn+2],zinc;sulfate;hydrate
1682,18706033,Aminoacetaldehyde,C(C=O)[NH3+],2-oxoethylazanium
1683,5459852,S-Adenosyl-4-methylthio-2-oxobutanoate,C[S+](CCC(=O)C(=O)[O-])CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,"4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]-2-oxobutanoate"
1684,46878370,10-Formyltetrahydrofolate,C1C(NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-],"(2S)-2-[[4-[[(6R)-2-amino-4-oxo-5,6,7,8-tetrahydro-1H-pteridin-6-yl]methyl-formylamino]benzoyl]amino]pentanedioate"
1685,1549073,L-Arginine,C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)N,(2S)-2-azaniumyl-5-(diaminomethylideneazaniumyl)pentanoate
1686,5460294,L-Aspartate,C(C(C(=O)[O-])[NH3+])C(=O)[O-],(2S)-2-azaniumylbutanedioate
1687,5461108,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,"[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
1688,6560210,Biotin,C1C2C(C(S1)CCCCC(=O)[O-])NC(=O)N2,"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoate"
1689,271,Calcium,[Ca+2],calcium(2+)
1690,312,Chloride,[Cl-],chloride
1691,25113190,Coenzyme A,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCS)O,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate"
1692,104729,Co2+,[Co+2],cobalt(2+)
1693,7058166,CTP C9H12N3O14P3,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O,"[[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
1694,27099,Copper,[Cu+2],copper(2+)
1695,25320183,DATP C10H12N5O12P3,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O,"[[[(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
1696,25244665,DCTP C9H12N3O13P3,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O,"[[[(2R,3S,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
1697,25246112,DGTP C10H12N5O13P3,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O,"[[[(2R,3S,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
1698,11988283,DTTP C10H13N2O14P3,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O,"[[[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
1699,27284,Fe2+ mitochondria,[Fe+2],iron(2+)
1700,29936,Iron (Fe3+),[Fe+3],iron(3+)
1701,5460299,L-Glutamate,C(CC(=O)[O-])C(C(=O)[O-])[NH3+],(2S)-2-azaniumylpentanedioate
1702,7058167,GTP C10H12N5O14P3,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)NC(=NC2=O)N,"[[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
1703,813,Potassium,[K+],potassium(1+)
1704,641599,L-Lysine,C(CC[NH3+])CC(C(=O)O)N,[(5S)-5-amino-5-carboxypentyl]azanium
1705,888,Magnesium,[Mg+2],magnesium(2+)
1706,9548565,"5,10-Methylenetetrahydrofolate",C1C2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)[O-])C(=O)[O-],"(2S)-2-[[4-[(6aR)-3-amino-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl]benzoyl]amino]pentanedioate"
1707,27854,Manganese,[Mn+2],manganese(2+)
1708,24621,Molybdate,[O-][Mo](=O)(=O)[O-],dioxido(dioxo)molybdenum
1709,15938971,Nicotinamide adenine dinucleotide,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
1710,15938972,Nicotinamide adenine dinucleotide phosphate,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N,"[(2R,3R,4R,5R)-2-(6-aminopurin-9-yl)-5-[[[[(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]-4-hydroxyoxolan-3-yl] phosphate"
1711,223,Ammonium,[NH4+],azanium
1712,934,Nickel,[Ni+2],nickel(2+)
1713,445468,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC,[(2R)-3-[2-aminoethoxy(hydroxy)phosphoryl]oxy-2-hexadecanoyloxypropyl] hexadecanoate
1714,644168,Pyridoxal 5'-phosphate,CC1=NC=C(C(=C1O)C=O)COP(=O)([O-])[O-],(4-formyl-5-hydroxy-6-methylpyridin-3-yl)methyl phosphate
1715,45480541,Riboflavin C17H20N4O6,CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])CC(C(C(CO)O)O)O,"7,8-dimethyl-4-oxo-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridin-2-olate"
1716,46878598,Siroheme C42H36FeN4O16,CC1(C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])C(C3(C)CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-].[Fe+2],"iron(2+);3-[(2S,3S,17S,18S)-8,12,17-tris(2-carboxylatoethyl)-3,7,13,18-tetrakis(carboxylatomethyl)-3,18-dimethyl-2,17-dihydroporphyrin-21,23-diid-2-yl]propanoate"
1717,1117,Sulfate,[O-]S(=O)(=O)[O-],sulfate
1718,25790919,"5,6,7,8-Tetrahydrofolate",C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-],"(2S)-2-[[4-[[(6S)-2-amino-4-oxo-5,6,7,8-tetrahydro-1H-pteridin-6-yl]methylamino]benzoyl]amino]pentanedioate"
1719,15938963,Thiamine diphosphate,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)([O-])OP(=O)([O-])[O-],"[2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethoxy-oxidophosphoryl] phosphate"
1720,25244309,Undecaprenyl diphosphate,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C)C)C)C)C)C)C)C,"[oxido-[(2E,6E,10E,14E,18E,22E,26E,30E,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy]phosphoryl] phosphate"
1721,7058168,UTP C9H11N2O15P3,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O,"[[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
1722,32051,Zinc,[Zn+2],zinc(2+)
1723,25246224,KDO(2)-lipid IV(A),CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O,"(2R,4R,5R,6R)-2-[(2R,4R,5R,6R)-2-carboxylato-6-[(1R)-1,2-dihydroxyethyl]-5-hydroxy-2-[[(2R,3S,4R,5R,6R)-6-[[(2R,3S,4R,5R,6R)-3-hydroxy-5-[[(3R)-3-hydroxytetradecanoyl]amino]-4-[(3R)-3-hydroxytetradecanoyl]oxy-6-phosphonatooxyoxan-2-yl]methoxy]-5-[[(3R)-3-hydroxytetradecanoyl]amino]-4-[(3R)-3-hydroxytetradecanoyl]oxy-3-phosphonatooxyoxan-2-yl]methoxy]oxan-4-yl]oxy-6-[(1R)-1,2-dihydroxyethyl]-4,5-dihydroxyoxane-2-carboxylate"
1724,7058055,ADP C10H12N5O10P2,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] phosphate"
1725,1038,H+,[H+],hydron
1726,3681305,Phosphate,OP(=O)([O-])[O-],hydrogen phosphate
1727,4097574,Diphosphate,OP(=O)([O-])OP(=O)([O-])[O-],[hydroxy(oxido)phosphoryl] phosphate
1728,439846,"(S)-Propane-1,2-diol",CC(CO)O,"(2S)-propane-1,2-diol"
1729,3718401,"1,5-Diaminopentane",C(CC[NH3+])CC[NH3+],5-azaniumylpentylazanium
1730,97328,"2,3-diaminopropionate",C(C(C(=O)O)N)N,"(2S)-2,3-diaminopropanoic acid"
1731,99290,"Meso-2,6-Diaminoheptanedioate",C(CC(C(=O)O)N)CC(C(=O)O)N,"(2R,6S)-2,6-diaminoheptanedioic acid"
1732,119219,"3,4-Dihydroxyphenylacetaldehyde",C1=CC(=C(C=C1CC=O)O)O,"2-(3,4-dihydroxyphenyl)acetaldehyde"
1733,15938966,3  AMP C10H12N5O7P,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])[O-])O)N,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] phosphate"
1734,23616521,Guanosine 3  phosphate C10H12N5O8P,C1=NC2=C(N1C3C(C(C(O3)CO)OP(=O)([O-])[O-])O)NC(=NC2=O)N,"[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] phosphate"
1735,6931443,3-hydroxycinnamic acid,C1=CC(=CC(=C1)O)C=CC(=O)[O-],(E)-3-(3-hydroxyphenyl)prop-2-enoate
1736,5459847,3-Hydroxypropanoate,C(CO)C(=O)[O-],3-hydroxypropanoate
1737,23421206,3  UMP C9H11N2O9P,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)OP(=O)([O-])[O-])O,"[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] phosphate"
1738,24802254,5-Dehydro-D-gluconate,C(C(=O)C(C(C(C(=O)[O-])O)O)O)O,"(2R,3S,4S)-2,3,4,6-tetrahydroxy-5-oxohexanoate"
1739,21356501,L-alanine-D-glutamate,CC(C(=O)NC(CCC(=O)O)C(=O)[O-])N,(2R)-2-[[(2S)-2-aminopropanoyl]amino]-5-hydroxy-5-oxopentanoate
1740,35717,N-Acetyl-D-galactosamine,CC(=O)NC1C(C(C(OC1O)CO)O)O,"N-[(3R,4R,5R,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide"
1741,49859685,N-Acetyl-D-galactosamine 1-phosphate,CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])CO)O)O,"[(2R,3R,4R,5R,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] phosphate"
1742,439174,N-Acetyl-D-glucosamine,CC(=O)NC1C(C(C(OC1O)CO)O)O,"N-[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide"
1743,22952041,N-Acetyl-D-mannosamine,CC(=O)NC(C=O)C(C(C(CO)O)O)O,"N-[(2R,3S,4R,5S)-3,4,5,6-tetrahydroxy-1-oxohexan-2-yl]acetamide"
1744,104755,Silver,[Ag+],silver(1+)
1745,5257176,Agmatine,C(CC[NH+]=C(N)N)C[NH3+],4-azaniumylbutyl(diaminomethylidene)azanium
1746,5460362,D-Alanyl-D-alanine,CC(C(=O)NC(C)C(=O)O)N,(2R)-2-[[(2R)-2-aminopropanoyl]amino]propanoic acid
1747,439507,D-Allose,C(C1C(C(C(C(O1)O)O)O)O)O,"(3R,4R,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
1748,15938965,AMP C10H12N5O7P,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O)N,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
1749,5460291,L-Arabinose,C(C(C(C(C=O)O)O)O)O,"(2R,3S,4S)-2,3,4,5-tetrahydroxypentanal"
1750,440936,Arbutin C12H16O7,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol"
1751,25244827,Aerobactin,CC(=O)N(CCCCC(C(=O)[O-])NC(=O)CC(CC(=O)NC(CCCCN(C(=O)C)O)C(=O)[O-])(C(=O)[O-])O)O,4-[[(1S)-5-[acetyl(hydroxy)amino]-1-carboxylatopentyl]amino]-2-[2-[[(1S)-5-[acetyl(hydroxy)amino]-1-carboxylatopentyl]amino]-2-oxoethyl]-2-hydroxy-4-oxobutanoate
1752,54679076,L-Ascorbate,C(C(C1C(=C(C(=O)O1)[O-])O)O)O,"(2R)-2-[(1S)-1,2-dihydroxyethyl]-3-hydroxy-5-oxo-2H-furan-4-olate"
1753,6857431,Arsenite,O[As](O)[O-],dihydrogen arsorite
1754,7058165,CMP C9H12N3O8P,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])[O-])O)O,"[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
