,pcid,compName,smile,iupac name
2089,21145148,Galactitol 1-phosphate,C(C(C(C(C(COP(=O)([O-])[O-])O)O)O)O)O,"[(2S,3R,4S,5R)-2,3,4,5,6-pentahydroxyhexyl] phosphate"
2090,46173511,D-Galacturonate,C1(C(C(OC(C1O)O)C(=O)[O-])O)O,"(2S,3R,4S,5R)-3,4,5,6-tetrahydroxyoxane-2-carboxylate"
2091,45266651,N1-(5-Phospho-D-ribosyl)glycinamide,C(C1C(C(C(O1)NC(=O)C[NH3+])O)O)OP(=O)([O-])[O-],"[(2R,3S,4R)-5-[(2-azaniumylacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
2092,45266641,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)([O-])[O-],"[(2R,3S,4R)-5-[(2-formamidoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
2093,25243979,GDP-4-dehydro-6-deoxy-D-mannose,CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2R,3S,4R,6R)-3,4-dihydroxy-6-methyl-5-oxooxan-2-yl] phosphate"
2094,45479378,GDP-4-oxo-L-fucose,CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C3N=C(N=C4[O-])N)O)O)O)O,"[(2R,3S,4R,5R)-5-(2-amino-6-oxidopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl [[(3S,4S,6S)-3,4-dihydroxy-6-methyl-5-oxooxan-2-yl]oxy-hydroxyphosphoryl] phosphate"
2095,46878389,GDP-D-mannose,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] phosphate"
2096,25245607,D-Mannose 1-phosphate,C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O,"[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] phosphate"
2097,25245457,Gamma-glutamyl-gamma aminobutyric acid,C(CC(=O)[O-])CNC(=O)CCC(C(=O)[O-])[NH3+],(2S)-2-azaniumyl-5-(3-carboxylatopropylamino)-5-oxopentanoate
2098,22134427,2-Hydroxy-3-oxopropanoate,C(=O)C(C(=O)[O-])O,2-hydroxy-3-oxopropanoate
2099,42609821,ADPglucose C16H23N5O15P2,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)CO)O)O)O)O)O)N,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] phosphate"
2100,45479439,Inner core oligosaccharide lipid A (E coli),CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])O)O)O)OC6(CC(C(C(O6)C(CO)O)OC7C(C(C(C(O7)C)O)O)O)OC8(CC(C(C(O8)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC9C(C(C(C(O9)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-],"2-[2-carboxylato-2-[2-carboxylato-6-(1,2-dihydroxyethyl)-5-[6-(1,2-dihydroxyethyl)-4-[6-[2-[6-(1,2-dihydroxyethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-1-hydroxyethyl]-3,4-dihydroxy-5-phosphonatooxyoxan-2-yl]oxy-3-hydroxy-5-phosphonatooxyoxan-2-yl]oxy-2-[[(3S,4R,5R,6R)-5-[[(3R)-3-dodecanoyloxy-1-oxidotetradecylidene]amino]-6-[[(2R,3S,4R,5R,6R)-3-hydroxy-5-[[(3R)-3-hydroxy-1-oxidotetradecylidene]amino]-4-[(3R)-3-hydroxytetradecanoyl]oxy-6-phosphonooxyoxan-2-yl]methoxy]-3-phosphonatooxy-4-[(3R)-3-tetradecanoyloxytetradecanoyl]oxyoxan-2-yl]methoxy]oxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylate"
2101,45479407,Glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)OC9(CC(C(C(O9)C(CO)O)OC1C(C(C(C(O1)C)O)O)O)OC1(CC(C(C(O1)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC1C(C(C(C(O1)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-],"2-[2-carboxylato-2-[2-carboxylato-6-(1,2-dihydroxyethyl)-5-[6-(1,2-dihydroxyethyl)-4-[6-[2-[6-(1,2-dihydroxyethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-1-hydroxyethyl]-4-[3,5-dihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-3-hydroxy-5-phosphonatooxyoxan-2-yl]oxy-3-hydroxy-5-phosphonatooxyoxan-2-yl]oxy-2-[[(3S,4R,5R,6R)-5-[[(3R)-3-dodecanoyloxy-1-oxidotetradecylidene]amino]-6-[[(2R,3S,4R,5R)-3-hydroxy-5-[[(3R)-3-hydroxy-1-oxidotetradecylidene]amino]-4-[(3R)-3-hydroxytetradecanoyl]oxy-6-phosphonooxyoxan-2-yl]methoxy]-3-phosphonatooxy-4-[(3R)-3-tetradecanoyloxytetradecanoyl]oxyoxan-2-yl]methoxy]oxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylate"
2102,45479456,Glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)O)OC1(CC(C(C(O1)C(CO)O)OC1C(C(C(C(O1)C)O)O)O)OC1(CC(C(C(O1)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC1C(C(C(C(O1)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-],"2-[2-carboxylato-2-[2-carboxylato-6-(1,2-dihydroxyethyl)-5-[6-(1,2-dihydroxyethyl)-4-[6-[2-[6-(1,2-dihydroxyethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-1-hydroxyethyl]-4-[4-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,5-dihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-3-hydroxy-5-phosphonatooxyoxan-2-yl]oxy-3-hydroxy-5-phosphonatooxyoxan-2-yl]oxy-2-[[(3S,4R,5R,6R)-5-[[(3R)-3-dodecanoyloxy-1-oxidotetradecylidene]amino]-6-[[(2R,3S,4R,5R)-3-hydroxy-5-[[(3R)-3-hydroxy-1-oxidotetradecylidene]amino]-4-[(3R)-3-hydroxytetradecanoyl]oxy-6-phosphonooxyoxan-2-yl]methoxy]-3-phosphonatooxy-4-[(3R)-3-tetradecanoyloxytetradecanoyl]oxyoxan-2-yl]methoxy]oxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylate"
2103,25244365,D-Glucuronate 1-phosphate,C1(C(C(OC(C1O)OP(=O)([O-])[O-])C(=O)[O-])O)O,"(2S,3S,4S,5R,6R)-3,4,5-trihydroxy-6-phosphonatooxyoxane-2-carboxylate"
2104,16740916,D-Glucuronate,C1(C(C(OC(C1O)O)C(=O)[O-])O)O,"(2S,3S,4S,5R)-3,4,5,6-tetrahydroxyoxane-2-carboxylate"
2105,7059430,Gamma-L-Glutamyl-L-cysteine,C(CC(=O)NC(CS)C(=O)[O-])C(C(=O)[O-])[NH3+],(2S)-2-azaniumyl-5-[[(1R)-1-carboxylato-2-sulfanylethyl]amino]-5-oxopentanoate
2106,45266724,5-Phospho-beta-D-ribosylamine,C(C1C(C(C(O1)[NH3+])O)O)OP(=O)([O-])[O-],"[(2R,3S,4R,5R)-5-azaniumyl-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
2107,104813,D-Glutamate,C(CC(=O)O)C(C(=O)[O-])N,(2R)-2-amino-5-hydroxy-5-oxopentanoate
2108,3614358,Glyoxylate,C(=O)C(=O)[O-],oxaldehydate
2109,25245548,3-Phospho-D-glycerate,C(C(C(=O)[O-])O)OP(=O)([O-])[O-],(2R)-2-hydroxy-3-phosphonatooxypropanoate
2110,40467846,D-Glycerate 2-phosphate,C(C(C(=O)[O-])OP(=O)([O-])[O-])O,(2R)-3-hydroxy-2-phosphonatooxypropanoate
2111,5460308,Glycolate C2H3O3,C(C(=O)[O-])O,2-hydroxyacetate
2112,46878377,(R)-S-Lactoylglutathione,CC(C(=O)SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])O,(2S)-2-azaniumyl-5-[[(2R)-1-(carboxylatomethylamino)-3-[(2R)-2-hydroxypropanoyl]sulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoate
2113,880,Methylglyoxal,CC(=O)C=O,2-oxopropanal
2114,40473183,D-Glycero-D-manno-heptose 1-phosphate,C(C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O)O,"[(2S,3S,4S,5S,6R)-6-[(1R)-1,2-dihydroxyethyl]-3,4,5-trihydroxyoxan-2-yl] phosphate"
2115,46173177,ADP-D-glycero-D-manno-heptose,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)C(CO)O)O)O)O)O)O)N,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2S,3S,4S,5S,6R)-6-[(1R)-1,2-dihydroxyethyl]-3,4,5-trihydroxyoxan-2-yl] phosphate"
2116,46906051,D-Glycero-D-manno-heptose 7-phosphate,C(C(C1C(C(C(C(O1)O)O)O)O)O)OP(=O)([O-])[O-],"[(2R)-2-hydroxy-2-[(2R,3S,4S,5S,6R)-3,4,5,6-tetrahydroxyoxan-2-yl]ethyl] phosphate"
2117,46878527,"D-Glycero-D-manno-heptose 1,7-bisphosphate",C(C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O)OP(=O)([O-])[O-],"[(2R)-2-hydroxy-2-[(2R,3S,4S,5S)-3,4,5-trihydroxy-6-phosphonatooxyoxan-2-yl]ethyl] phosphate"
2118,36688186,6-Phospho-D-gluconate,C(C(C(C(C(C(=O)[O-])O)O)O)O)OP(=O)([O-])[O-],"(2R,3S,4R,5R)-2,3,4,5-tetrahydroxy-6-phosphonatooxyhexanoate"
2119,25203522,"P1,P4-Bis(5'-guanosyl) tetraphosphate",C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
2120,25202983,Glycerophosphoglycerol,C(C(COP(=O)([O-])OCC(CO)O)O)O,"bis(2,3-dihydroxypropyl) phosphate"
2121,15983959,Farnesyl diphosphate,CC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C,"[oxido-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienoxy]phosphoryl] phosphate"
2122,46931099,Glutathionylspermidine,C(CC[NH2+]CCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)[O-])[NH3+])C[NH3+],(2S)-2-azaniumyl-5-[[(2R)-1-[[2-[3-(4-azaniumylbutylazaniumyl)propylamino]-2-oxoethyl]amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoate
2123,46173549,Guanosine 3'-diphosphate 5'-triphosphate,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])OP(=O)([O-])OP(=O)(O)[O-])O)NC(=NC2=O)N,"[[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-4-hydroxy-3-[[hydroxy(oxido)phosphoryl]oxy-oxidophosphoryl]oxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
2124,25245622,XTP,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)NC(=O)NC2=O,"[[[(2R,3S,4R,5R)-5-(2,6-dioxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
2125,5460108,D-Tagaturonate,C(C(=O)C(C(C(C(=O)[O-])O)O)O)O,"(2S,3R,4S)-2,3,4,6-tetrahydroxy-5-oxohexanoate"
2126,5047209,Hydrogen sulfide,[SH-],sulfanide
2127,45479211,(S)-3-Hydroxydodecanoyl-CoA,CCCCCCCCCC(CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-])O,"(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonatooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-N-[3-[2-[(3S)-3-hydroxydodecanoyl]sulfanylethylimino]-3-oxidopropyl]-3,3-dimethylbutanimidate"
2128,25244191,3-Oxohexadecanoyl-CoA,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-[2-(3-oxohexadecanoylsulfanyl)ethylamino]propyl]amino]butoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate"
2129,53262365,(S)-3-Hydroxyhexadecanoyl-CoA,CCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-4-[[3-[2-[(3S)-3-hydroxyhexadecanoyl]sulfanylethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate"
2130,6857469,3-Octaprenyl-4-hydroxybenzoate,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C=CC(=C1)C(=O)[O-])O)C)C)C)C)C)C)C)C,"4-hydroxy-3-[(2E,6E,10E,14E,18E,22E,26E)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl]benzoate"
2131,145692,S-Methyl-L-methionine,C[S+](C)CCC(C(=O)O)N,[(3S)-3-amino-3-carboxypropyl]-dimethylsulfanium
2132,46173344,ADP-L-glycero-D-manno-heptose,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)C(CO)O)O)O)O)O)O)N,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2S,3S,4S,5S,6R)-6-[(1S)-1,2-dihydroxyethyl]-3,4,5-trihydroxyoxan-2-yl] phosphate"
2133,50909852,Heptosyl-kdo2-lipidA,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)O)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OCC5C(C(C(C(O5)OP(=O)([O-])[O-])NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,"(2R,4R,5R,6R)-2-[(2R,4R,5R,6R)-2-carboxylato-6-[(1R)-1,2-dihydroxyethyl]-5-[(2R,3S,4S,5S,6R)-6-[(1S)-1,2-dihydroxyethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-[[(2R,3S,4R,5R,6R)-5-[[(3R)-3-dodecanoyloxytetradecanoyl]amino]-6-[[(2R,3S,4R,5R,6R)-3-hydroxy-5-[[(3R)-3-hydroxytetradecanoyl]amino]-4-[(3R)-3-hydroxytetradecanoyl]oxy-6-phosphonatooxyoxan-2-yl]methoxy]-3-phosphonatooxy-4-[(3R)-3-tetradecanoyloxytetradecanoyl]oxyoxan-2-yl]methoxy]oxan-4-yl]oxy-6-[(1R)-1,2-dihydroxyethyl]-4,5-dihydroxyoxane-2-carboxylate"
2134,50909858,Heptosyl-heptosyl-kdo2-lipidA,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)O)OC4C(C(C(C(O4)C(CO)O)O)O)O)O)OC5(CC(C(C(O5)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OCC6C(C(C(C(O6)OP(=O)([O-])[O-])NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,"(2R,4R,5R,6R)-2-[(2R,4R,5R,6R)-2-carboxylato-6-[(1R)-1,2-dihydroxyethyl]-5-[(2R,3S,4S,5R,6R)-6-[(1S)-1,2-dihydroxyethyl]-4-[(2R,3S,4S,5S,6R)-6-[(1S)-1,2-dihydroxyethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-3,5-dihydroxyoxan-2-yl]oxy-2-[[(2R,3S,4R,5R,6R)-5-[[(3R)-3-dodecanoyloxytetradecanoyl]amino]-6-[[(2R,3S,4R,5R,6R)-3-hydroxy-5-[[(3R)-3-hydroxytetradecanoyl]amino]-4-[(3R)-3-hydroxytetradecanoyl]oxy-6-phosphonatooxyoxan-2-yl]methoxy]-3-phosphonatooxy-4-[(3R)-3-tetradecanoyloxytetradecanoyl]oxyoxan-2-yl]methoxy]oxan-4-yl]oxy-6-[(1R)-1,2-dihydroxyethyl]-4,5-dihydroxyoxane-2-carboxylate"
2135,18950,D-Mannose,C(C1C(C(C(C(O1)O)O)O)O)O,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
2136,23421200,D-Mannose 6-phosphate,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-],"[(2R,3S,4S,5S)-3,4,5,6-tetrahydroxyoxan-2-yl]methyl phosphate"
2137,6950298,L-Histidinol,C1=C(NC=N1)CC(CO)[NH3+],[(2S)-1-hydroxy-3-(1H-imidazol-5-yl)propan-2-yl]azanium
2138,6921588,Porphobilinogen,C1=C(C(=C(N1)C[NH3+])CC(=O)[O-])CCC(=O)[O-],3-[5-(azaniumylmethyl)-4-(carboxylatomethyl)-1H-pyrrol-3-yl]propanoate
2139,46931104,Hydroxymethylbilane,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-],3-[5-[[3-(2-carboxylatoethyl)-5-[[3-(2-carboxylatoethyl)-5-[[3-(2-carboxylatoethyl)-4-(carboxylatomethyl)-5-(hydroxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxylatomethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxylatomethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxylatomethyl)-1H-pyrrol-3-yl]propanoate
2140,9543038,4-Hydroxy-2-oxopentanoate,CC(CC(=O)C(=O)[O-])O,4-hydroxy-2-oxopentanoate
2141,9543123,"3-(2,3-Dihydroxyphenyl)propanoate",C1=CC(=C(C(=C1)O)O)CCC(=O)[O-],"3-(2,3-dihydroxyphenyl)propanoate"
2142,9543132,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",C(CC(=O)[O-])C(=O)C=CC=C(C(=O)[O-])O,"(2E,4Z)-2-hydroxy-6-oxonona-2,4-dienedioate"
2143,6931501,3-(3-hydroxy-phenyl)propionate,C1=CC(=CC(=C1)O)CCC(=O)[O-],3-(3-hydroxyphenyl)propanoate
2144,4186339,Hydroxypyruvate,C(C(=O)C(=O)[O-])O,3-hydroxy-2-oxopropanoate
2145,12647,L-Homoserine,C(CO)C(C(=O)O)N,(2S)-2-amino-4-hydroxybutanoic acid
2146,46878406,O-Phospho-L-homoserine,C(COP(=O)([O-])[O-])C(C(=O)[O-])[NH3+],(2S)-2-azaniumyl-4-phosphonatooxybutanoate
2147,46878420,O-Succinyl-L-homoserine,C(COC(=O)CCC(=O)[O-])C(C(=O)[O-])[NH3+],(2S)-2-azaniumyl-4-(3-carboxylatopropanoyloxy)butanoate
2148,25244516,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C1=C(NC=N1)CC(=O)COP(=O)([O-])[O-],[3-(1H-imidazol-5-yl)-2-oxopropyl] phosphate
2149,49791964,L-Histidinol phosphate,C1=C(NC=N1)CC(COP(=O)([O-])[O-])[NH3+],[(2S)-2-azaniumyl-3-(1H-imidazol-5-yl)propyl] phosphate
2150,5460580,Isochorismate,C=C(C(=O)[O-])OC1C=CC=C(C1O)C(=O)[O-],"(5S,6S)-5-(1-carboxylatoethenoxy)-6-hydroxycyclohexa-1,3-diene-1-carboxylate"
2151,45266672,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=NCC(=O)C(C(COP(=O)([O-])[O-])O)O)C(=O)N,"[(2R,3S,4R,5R)-5-[4-carbamoyl-5-[[(3R,4R)-3,4-dihydroxy-2-oxo-5-phosphonatooxypentyl]iminomethylamino]imidazol-1-yl]-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
2152,45266657,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)N,"[(2R,3S,4R,5R)-5-(5-amino-4-carbamoylimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
2153,5459954,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C1=C(NC=N1)C(C(COP(=O)([O-])[O-])O)O,"[(2R,3S)-2,3-dihydroxy-3-(1H-imidazol-5-yl)propyl] phosphate"
2154,45266701,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C1=CC=C(C(=C1)C(=O)[O-])NCC(=O)C(C(COP(=O)([O-])[O-])O)O,"2-[[(3R,4R)-3,4-dihydroxy-2-oxo-5-phosphonatooxypentyl]amino]benzoate"
2155,46878464,C'-(3-Indolyl)-glycerol 3-phosphate,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)([O-])[O-])O)O,"[(2R,3S)-2,3-dihydroxy-3-(1H-indol-3-yl)propyl] phosphate"
2156,6857401,(S)-3-Methyl-2-oxopentanoate,CCC(C)C(=O)C(=O)[O-],(3S)-3-methyl-2-oxopentanoate
2157,21597501,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CO,[[(E)-4-hydroxy-3-methylbut-2-enoxy]-oxidophosphoryl] phosphate
2158,6857402,3-Carboxy-2-hydroxy-4-methylpentanoate,CC(C)C(C(C(=O)[O-])O)C(=O)[O-],"(2R,3S)-2-hydroxy-3-propan-2-ylbutanedioate"
2159,6419705,3-Carboxy-4-methyl-2-oxopentanoate,CC(C)C(C(=O)C(=O)[O-])C(=O)[O-],(3S)-2-oxo-3-propan-2-ylbutanedioate
2160,21954611,2-Isopropylmaleate,CC(C)C(=CC(=O)[O-])C(=O)[O-],(Z)-2-propan-2-ylbut-2-enedioate
